ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-E47F0D38,"locked out of my account after 22 failed attempts, today if possible",Incident,Login/Authentication Failure,P2-High,Senior Associate,Data Science,2025-07-09T10:10:08
TCK-B592B7C4,Requesting Kim be added as owner of HR DL,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,Marketing,2025-12-11T15:04:41
TCK-3DB3B97C,"SAP GUI crashes every time i submit the deliverable, error code 403",Incident,Application Crash or Error,P2-High,Senior Associate,Sales,2026-06-13T10:44:34
TCK-A4C478E4,"Need an external monitor for wfh setup, approved by Ronald",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,HR,2026-01-06T01:41:09
TCK-BFCE488E,"hi, my VPN keeps disconnecting every hour, can't join the client call",Incident,Network/VPN Connectivity Issue,P1-Critical,Team Lead,DevOps,2025-12-14T10:09:08
TCK-9643B986,need enterprise license upgrade for Docker Desktop for 11 users,Service Request,Software License Request,P4-Low,Manager,Customer Support,2025-11-07T12:54:11
TCK-08A6D29F,new joiner needs Docker Desktop + standard Customer Support toolset installed,Service Request,Software Installation Request,P3-Medium,Team Lead,QA,2025-10-17T02:30:25
TCK-55171C95,requesting Michael be added as owner of QA DL,Service Request,Distribution List / Mailbox Request,P3-Medium,Senior Associate,Data Science,2025-04-17T03:40:38
TCK-ECB2357F,Need IntelliJ IDEA installed on my laptop for QA work,Service Request,Software Installation Request,P4-Low,Team Lead,Marketing,2026-01-21T05:11:43
TCK-A8651CC9,"PowerBI crashes every time i submit the deliverable, error code DNS_PROBE_FAILED",Incident,Application Crash or Error,P2-High,Team Lead,Engineering,2026-06-09T06:50:04
TCK-BD325972,"new hire joining Finance on after the last update, needs full IT setup",Admin,Employee Onboarding Setup,P1-Critical,Senior Manager,Design,2026-06-09T07:35:13
TCK-C1B9BD3E,New joiner needs Tableau + standard QA toolset installed,Service Request,Software Installation Request,P4-Low,Manager,DevOps,2025-07-05T09:05:31
TCK-9AAEFC9C,"need an external monitor for wfh setup, approved by Denise",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Customer Support,2025-03-22T17:41:38
TCK-FAA46046,"please install Putty, required for submit the deliverable on current project",Service Request,Software Installation Request,P2-High,VP,DevOps,2025-10-06T03:36:14
TCK-E42FE510,"SAP GUI crashes every time i open a file, error code 500",Incident,Application Crash or Error,P3-Medium,Senior Associate,Customer Support,2026-07-04T12:12:59
TCK-3FB93FFA,offboarding: revoke billing system access for exiting team member asap,Admin,Employee Offboarding/Asset Return,P2-High,Senior Associate,Engineering,2026-05-13T08:51:19
TCK-C7EA37BA,requesting Gregory be added as owner of DevOps DL,Service Request,Distribution List / Mailbox Request,P2-High,Team Lead,Procurement,2025-09-04T06:06:52
TCK-6461056C,"laptop battery draining within 10 mins, needs replacement",Incident,Hardware Malfunction,P3-Medium,Associate,Finance,2026-05-29T01:13:44
TCK-0854C5DB,Need enterprise license upgrade for Tableau for 24 users,Service Request,Software License Request,P3-Medium,Associate,Design,2026-08-12T06:54:44
TCK-F3381499,requesting installation of SAP GUI - approved by Thomas,Service Request,Software Installation Request,P3-Medium,Associate,DevOps,2025-07-25T17:59:54
TCK-0123A1AD,"employee last working day is since last night, plz disable access",Admin,Employee Offboarding/Asset Return,P3-Medium,Associate,Data Science,2025-10-23T13:52:40
TCK-D1803CAB,Requesting additional PowerBI seat for new QA hire,Service Request,Software Installation Request,P4-Low,Manager,Sales,2026-09-04T01:56:04
TCK-1F5BDE52,raising change request to resize compute for internal wiki before yesterday,Change Request,Database Schema/Deployment Change,P2-High,Director,Finance,2026-04-17T15:10:38
TCK-1B1F7BD3,need firewall rule opened for port 44 to prod database,Change Request,Firewall/Network Change,P3-Medium,Associate,Design,2025-06-29T22:41:37
TCK-E0361C65,New joiner needs Outlook + standard Finance toolset installed,Service Request,Software Installation Request,P2-High,Manager,Design,2025-06-15T06:07:28
TCK-C0E45D50,need enterprise license upgrade for Postman for 9 users,Service Request,Software License Request,P4-Low,Senior Associate,Procurement,2025-07-11T02:39:13
TCK-3BF094CC,Requesting elevated access to analytics dashboard to debug prod issue before EOD,Service Request,Access/Permission Request,P4-Low,Senior Associate,Design,2025-03-13T00:28:21
TCK-8CDFC290,Need enterprise license upgrade for Git client for 43 users,Service Request,Software License Request,P3-Medium,Senior Manager,Data Science,2025-07-22T16:48:56
TCK-8A962EF1,Requesting installation of Postman - approved by Pamela,Service Request,Software Installation Request,P4-Low,Senior Associate,Data Science,2025-08-28T15:59:12
TCK-84AC8FF5,"please install Tableau, required for push code on current project",Service Request,Software Installation Request,P4-Low,Senior Associate,Design,2025-09-01T06:09:35
TCK-83E469F2,Need firewall rule opened for port 34 to build pipeline,Change Request,Firewall/Network Change,P1-Critical,Senior Associate,Legal,2025-06-02T10:07:24
TCK-053F33DB,"Need an external monitor for wfh setup, approved by Kristy",Service Request,New Hardware/Peripheral Request,P4-Low,Manager,Procurement,2025-06-19T01:31:31
TCK-55A25D94,"Please grant access to CRM repo, approved by Regina",Service Request,Access/Permission Request,P2-High,Senior Manager,DevOps,2026-04-08T18:35:17
TCK-2AB89B11,Requesting deployment window for Slack hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Senior Manager,Finance,2025-10-09T23:21:40
TCK-6F07483B,can someone set up Outlook on my machine at the earliest,Service Request,Software Installation Request,P4-Low,Associate,Engineering,2026-06-17T21:46:14
TCK-6BF0A234,"Locked out of my account after 46 failed attempts, at the earliest",Incident,Login/Authentication Failure,P1-Critical,Senior Associate,Legal,2025-10-02T07:23:37
TCK-DB60CB34,requesting approval to add new column to client SFTP schema at the earliest,Change Request,Database Schema/Deployment Change,P2-High,Associate,Legal,2025-12-09T14:50:04
TCK-78ECDE77,Can someone set up Git client on my machine today if possible,Service Request,Software Installation Request,P4-Low,Manager,Data Science,2025-05-15T20:44:18
TCK-A16B5B58,New joiner needs Anaconda + standard Customer Support toolset installed,Service Request,Software Installation Request,P4-Low,Senior Manager,QA,2026-04-18T10:03:47
TCK-74E78A2A,"locked out of my account after 26 failed attempts,",Incident,Login/Authentication Failure,P1-Critical,Senior Associate,Finance,2025-05-24T10:42:07
TCK-A322ED5A,"vpn client shows error 0x80070005 on Windows 11, blocking access to prod database",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,Marketing,2026-02-02T15:54:13
TCK-781F49AC,"Excel crashes every time i start my shift, error code DNS_PROBE_FAILED",Incident,Application Crash or Error,P2-High,Associate,Sales,2026-02-03T00:20:07
TCK-D1176F6A,"locked out of my account after 1 failed attempts, asap",Incident,Login/Authentication Failure,P1-Critical,Team Lead,Marketing,2026-01-29T03:11:54
TCK-13200676,need read/write access to CRM for QA project,Service Request,Access/Permission Request,P1-Critical,VP,Sales,2026-07-23T01:01:31
TCK-6DA04600,Can someone set up Salesforce on my machine,Service Request,Software Installation Request,P3-Medium,Associate,DevOps,2025-06-12T08:24:09
TCK-DC9372B5,Requesting deployment window for Putty hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Senior Associate,QA,2025-07-15T19:27:48
TCK-AC39B5A6,Salesforce is throwing an exception on startup since since the reboot,Incident,Application Crash or Error,P2-High,Associate,Legal,2026-08-07T13:35:02
TCK-45938F26,need read/write access to billing system for Engineering project,Service Request,Access/Permission Request,P3-Medium,Associate,QA,2026-03-18T04:05:56
TCK-81BF3F86,Requesting additional Putty seat for new Legal hire,Service Request,Software License Request,P4-Low,Team Lead,Engineering,2025-10-12T15:42:32
TCK-1D90ED84,new joiner needs Figma + standard QA toolset installed,Service Request,Software Installation Request,P4-Low,Associate,Sales,2025-10-13T20:10:09
TCK-F1D85069,"Postman freezes when i try to start my shift, need this fixed at the earliest",Incident,Application Crash or Error,P3-Medium,Associate,QA,2025-12-22T13:17:05
TCK-C174E3AC,"SAP GUI crashes every time i push code, error code timeout-504",Incident,Application Crash or Error,P3-Medium,Senior Associate,Marketing,2025-07-03T14:15:23
TCK-8967E342,"Please grant access to prod database repo, approved by Claudia",Service Request,Access/Permission Request,P2-High,Senior Manager,Finance,2026-08-28T14:30:45
TCK-6518B269,RFC for production release of Excel v46.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Team Lead,HR,2026-06-30T02:42:02
TCK-7A6C6044,new joiner needs Outlook + standard Data Science toolset installed,Service Request,Software Installation Request,P1-Critical,Associate,Engineering,2025-12-28T10:48:50
TCK-7A608AB0,"Please grant access to build pipeline repo, approved by Elizabeth",Service Request,Access/Permission Request,P3-Medium,Senior Associate,Legal,2026-05-08T11:38:01
TCK-8581C14B,need Postman installed on my laptop for QA work,Service Request,Software License Request,P4-Low,Senior Associate,Customer Support,2026-08-03T22:42:39
TCK-BB5418AB,"Slack freezes when i try to submit the deliverable, need this fixed at the earliest",Incident,Application Crash or Error,P3-Medium,Associate,Legal,2026-06-14T00:50:32
TCK-D0F129B2,"Please install IntelliJ IDEA, required for push code on current project",Service Request,Software Installation Request,P2-High,Manager,Customer Support,2025-08-18T01:08:06
TCK-39AEB3EC,"hi, my VPN keeps disconnecting every 10 mins, can't join the client call",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,HR,2025-09-17T10:06:31
TCK-488DC621,"please grant access to staging server repo, approved by Jennifer",Service Request,Access/Permission Request,P1-Critical,Team Lead,DevOps,2025-04-13T20:08:28
TCK-6B626FB2,"Please grant access to shared drive repo, approved by Laura",Service Request,Access/Permission Request,P2-High,VP,Finance,2025-07-06T12:03:34
TCK-739EC1C9,New joiner needs Slack + standard Customer Support toolset installed,Service Request,Software Installation Request,P4-Low,Senior Associate,Data Science,2025-06-30T07:31:32
TCK-DAFECEE5,RFC for production release of Docker Desktop v40.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,Marketing,2025-09-28T18:35:59
TCK-40D39E56,New joiner needs Docker Desktop + standard QA toolset installed,Service Request,Software Installation Request,P3-Medium,Associate,Design,2025-05-17T10:02:55
TCK-C07D484C,"laptop battery draining within 39 mins, needs replacement",Incident,Hardware Malfunction,P2-High,Senior Associate,Design,2025-11-09T10:57:52
TCK-8937CA7B,"Locked out of my account after 26 failed attempts, today if possible",Incident,Login/Authentication Failure,P4-Low,VP,Data Science,2025-07-01T22:02:22
TCK-3F9B87B0,requesting approval to add new column to CRM schema,Change Request,Database Schema/Deployment Change,P2-High,Manager,Finance,2026-01-20T06:59:34
TCK-52BA6AA8,need firewall rule opened for port 17 to Jira project,Change Request,Firewall/Network Change,P1-Critical,VP,Marketing,2026-09-05T02:40:52
TCK-A3758732,Requesting installation of PowerBI - approved by William,Service Request,Software Installation Request,P4-Low,Senior Associate,Engineering,2026-06-11T16:56:01
TCK-3ABA6CBE,"Outlook freezes when i try to join teh client call, need this fixed",Incident,Application Crash or Error,P2-High,Senior Associate,Design,2026-05-20T22:59:38
TCK-481BFB0D,Requesting installation of Git client - approved by Laura,Service Request,Software Installation Request,P4-Low,Team Lead,Data Science,2025-04-05T15:24:36
TCK-46453EF9,"vpn client shows error TLS_ERROR on Linux, blocking access to build pipeline",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,Procurement,2025-03-22T18:56:47
TCK-30BED565,Outlook is throwing an exception on startup since yesterday,Incident,Application Crash or Error,P3-Medium,Associate,HR,2025-12-05T20:06:21
TCK-39AD406D,"hi, my VPN keeps disconnecting every 5 minutes, can't start my shift",Incident,Network/VPN Connectivity Issue,P3-Medium,Associate,Sales,2025-06-23T14:32:32
TCK-E800B0F4,requesting elevated access to prod database to debug prod isue asap,Service Request,VPN Access Setup,P3-Medium,Manager,Finance,2025-11-03T16:47:39
TCK-29542AA4,Need PowerBI installed on my laptop for Legal work,Service Request,Software Installation Request,P2-High,Associate,HR,2026-04-28T14:45:13
TCK-21A942DE,Need enterprise license upgrade for Docker Desktop for 20 users,Service Request,Software License Request,P4-Low,Associate,Marketing,2025-11-14T19:52:30
TCK-90C6C478,requesting installation of Postman - approved by Alyssa,Service Request,Software Installation Request,P3-Medium,Senior Associate,HR,2025-03-21T22:35:46
TCK-AE596AF3,Requesting installation of Zoom - approved by Carl,Service Request,Software Installation Request,P4-Low,Senior Manager,Data Science,2026-09-06T02:17:41
TCK-B62901E5,Plz remove me from the old QA mailing list,Service Request,Distribution List / Mailbox Request,P4-Low,Team Lead,QA,2026-05-06T16:21:00
TCK-91730EEA,Excel is throwing an exception on startup since yesterday,Incident,Application Crash or Error,P3-Medium,Senior Associate,Finance,2026-07-05T05:09:04
TCK-A99BC456,Requesting installation of Excel - approved by Aaron,Service Request,Software License Request,P3-Medium,Manager,Finance,2025-08-05T18:20:53
TCK-D97355CB,need firewall rule opened for port 33 to prod database,Change Request,Firewall/Network Change,P2-High,Senior Associate,DevOps,2025-06-10T22:36:25
TCK-9894D5FB,Offboarding: revoke staging server access for exiting team member at teh earliest,Admin,Employee Offboarding/Asset Return,P3-Medium,Manager,Design,2025-08-07T05:48:13
TCK-2701DA0D,"Need an external monitor for wfh setup, approved by Kim",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Manager,Finance,2026-01-09T05:58:23
