ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-B86509E5,"need an external monitor for wfh setup, approved by Sandra",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Engineering,2025-10-26T08:33:35
TCK-39F6A7DB,"need an external monitor for wfh setup, approved by Mark",Service Request,New Hardware/Peripheral Request,P4-Low,Team Lead,Sales,2026-05-16T17:08:23
TCK-05B5FFB7,"need an external monitor for wfh setup, approved by Brandi",Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Legal,2026-06-01T10:05:19
TCK-5361299D,requesting additional Adobe Photoshop seat for new Legal hire,Service Request,Software License Request,P4-Low,Senior Associate,Data Science,2026-05-03T11:15:05
TCK-9ED4DB02,requesting elevated access to internal wiki to debug prod issue before EOD,Service Request,Access/Permission Request,P2-High,Director,Data Science,2025-04-13T23:40:55
TCK-721F02E0,raising change request to resize compute for GitHub repo before since last night,Change Request,Server Configuration Change,P2-High,Associate,Data Science,2025-10-09T22:29:54
TCK-CC88AD97,Need firewall rule opened for port 25 to GitHub repo,Change Request,Firewall/Network Change,P3-Medium,Associate,HR,2026-07-23T09:56:10
TCK-24604923,Requesting additional Adobe Photoshop seat for new DevOps hire,Service Request,Software License Request,P1-Critical,Team Lead,Sales,2026-02-24T18:08:44
TCK-510DA118,"Locked out of my account after 39 failed attempts, at the earliest",Incident,Login/Authentication Failure,P2-High,Team Lead,HR,2025-03-27T08:11:50
TCK-B3A7AA86,"Vpn client shows error 0x8007045 on Windows 11, blocking access to CRM",Incident,Network/VPN Connectivity Issue,P2-High,Senior Associate,Customer Support,2025-06-18T07:40:09
TCK-12C5AD38,need enterprise license upgrade for MS Teams for 10 users,Service Request,Software License Request,P3-Medium,Associate,Marketing,2025-04-15T21:43:29
TCK-5D0D59AC,"VS Code crashes every time i join the client call, error code TLS_ERROR",Incident,Application Crash or Error,P2-High,Associate,Data Science,2026-04-05T13:52:15
TCK-4DF13499,Requesting additional Outlook seat for new Design hire,Service Request,Software License Request,P4-Low,Team Lead,Customer Support,2026-02-06T07:45:51
TCK-29E414FB,RFC for production release of Zoom v1.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Manager,Procurement,2026-07-20T15:56:05
TCK-4A21610A,can someone set up PowerBI on my machine today if possible,Service Request,Software Installation Request,P3-Medium,Manager,Engineering,2025-12-20T11:41:22
TCK-E4779D90,requesting deployment window for WinSCP hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Team Lead,Engineering,2025-05-04T08:11:28
TCK-0C99EF11,need enterprise license upgrade for PowerBI for 43 users,Service Request,Software License Request,P1-Critical,Director,Engineering,2025-12-14T07:28:07
TCK-F4B1919F,requesting Sara be added as owner of Engineering DL,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,Engineering,2026-04-17T17:23:38
TCK-607499E6,MS Teams is throwing an exception on startup since since last night,Incident,Application Crash or Error,P2-High,Team Lead,Sales,2026-07-01T06:25:01
TCK-294E056A,Requesting additional Outlook seat for new Legal hire,Service Request,Software License Request,P4-Low,Team Lead,Legal,2026-08-06T14:53:30
TCK-6CBCF04C,need firewall rule opened for port 45 to Jira project,Change Request,Firewall/Network Change,P2-High,Associate,QA,2025-04-01T20:54:10
TCK-5C343B24,"RFC to rotate credentials/certificates on staging server urgently, blocking a client deliverable",Change Request,Server Configuration Change,P2-High,Team Lead,Design,2025-03-20T18:18:34
TCK-48A72529,requesting Katherine be added as owner of Legal DL,Service Request,Distribution List / Mailbox Request,P4-Low,Manager,Customer Support,2026-05-28T21:58:03
TCK-1B1A1378,RFC for production release of Postman v14.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,Customer Support,2025-05-02T16:09:09
TCK-2088C2F9,"Please grant access to Jira project repo, approved by Erica",Service Request,Access/Permission Request,P1-Critical,Manager,Marketing,2026-08-31T15:53:50
TCK-4EE60B16,"Locked out of my account after 8 failed attempts, at the earliest",Incident,Login/Authentication Failure,P2-High,Manager,DevOps,2025-05-31T12:23:39
TCK-52FB7856,Need read/write access to shared drive for Procurement project,Service Request,Access/Permission Request,P1-Critical,Senior Associate,Design,2025-09-16T00:55:15
TCK-AF04EF5A,"Please grant access to prod database repo, approved by Richard",Service Request,Access/Permission Request,P2-High,Associate,Marketing,2025-08-04T19:45:46
TCK-403B6068,"Locked out of my account after 16 failed attempts, before EOD",Incident,Login/Authentication Failure,P1-Critical,Senior Manager,Customer Support,2026-06-26T06:04:39
TCK-345E2E70,need enterprise license upgrade for Figma for 6 users,Service Request,Software License Request,P4-Low,Associate,Marketing,2026-07-13T11:33:49
TCK-5CFEAA42,new joiner needs Salesforce + standard DevOps toolset installed,Service Request,Software Installation Request,P3-Medium,Associate,Customer Support,2025-08-06T05:48:34
TCK-234BF9E3,RFC for production release of Adobe Photoshop v36.0 this sprint,Change Request,Application Deployment/Release,P3-Medium,Senior Associate,Procurement,2025-06-06T00:26:03
TCK-8B5F672D,"please grant access to CRM repo, approved by Sarah",Service Request,Access/Permission Request,P1-Critical,Senior Manager,Design,2026-02-06T15:37:44
TCK-AFF19451,"locked out of my account after 48 failed attempts, before EOD",Incident,Login/Authentication Failure,P2-High,Senior Associate,Sales,2025-11-10T18:41:59
TCK-95F62314,"Requesting a new laptop, current one is 34 years old and slow",Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Customer Support,2025-11-25T15:58:12
TCK-0A60A97C,new joiner needs Adobe Photoshop + standard Design toolset installed,Service Request,Software Installation Request,P4-Low,Associate,DevOps,2025-06-19T12:35:29
TCK-910B9DD2,RFC for production release of PowerBI v38.0 this sprint,Change Request,Application Deployment/Release,P2-High,Director,QA,2025-12-23T21:21:10
TCK-F125198C,Raising change request to resize compute for analytics dashboard before since the reboot,Change Request,Server Configuration Change,P3-Medium,Associate,Customer Support,2026-02-20T08:57:55
TCK-76485D43,Need enterprise license upgrade for MS Teams for 33 users,Service Request,Software License Request,P3-Medium,Team Lead,Procurement,2025-08-04T22:38:53
TCK-CBF3A331,Raising change request to resize compute for GitHub repo before for the past 2 days,Change Request,Server Configuration Change,P2-High,Associate,HR,2025-04-02T06:17:31
TCK-A90C8C9D,Need read/write access to internal wiki for Procurement project,Service Request,Access/Permission Request,P4-Low,Associate,Legal,2026-06-11T23:35:05
TCK-DE40ACAD,requesting Timothy be added as owner of DevOps DL,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,DevOps,2025-06-14T14:23:54
TCK-E251E4E1,"hi, my VPN keeps disconnecting every hour, can't submit the deliverable",Incident,Network/VPN Connectivity Issue,P2-High,Manager,Procurement,2025-06-05T16:02:11
TCK-820E210A,New joiner needs VS Code + standard DevOps toolset installed,Service Request,Software Installation Request,P4-Low,Associate,Engineering,2026-06-27T06:50:09
TCK-B0E10F40,"vpn client shows error timeout-504 on Windows 11, blocking access to shared drive",Incident,VPN Access Setup,P2-High,Associate,Sales,2025-05-12T01:20:49
TCK-8A11C944,Need enterprise license upgrade for SAP GUI for 13 users,Service Request,Software License Request,P3-Medium,Senior Manager,Legal,2026-02-27T20:59:37
TCK-D55FD0A2,requesting additional MS Teams seat for new Customer Support hire,Service Request,Software License Request,P4-Low,Team Lead,HR,2026-02-20T18:25:33
TCK-D5764B6E,Raising change request to resize compute for GitHub repo before this morning,Change Request,Server Configuration Change,P2-High,Senior Associate,Marketing,2025-12-08T08:19:36
TCK-F2BD78A1,New joiner needs Jira + standard Customer Support toolset installed,Service Request,Software Installation Request,P3-Medium,Senior Associate,HR,2025-07-30T07:59:17
TCK-86DB06F9,RFC for production release of IntelliJ IDEA v38.0 this sprint,Change Request,Application Deployment/Release,P3-Medium,Associate,HR,2025-04-26T08:18:39
TCK-F3168C68,Requesting approval to add new column to GitHub repo schema today if possible,Change Request,Database Schema/Deployment Change,P2-High,Associate,DevOps,2026-05-04T06:31:35
TCK-255EB0A0,"PowerBI crashes every time i run a report, error code DNS_PROBE_FAILED",Incident,Application Crash or Error,P2-High,Associate,Sales,2026-06-23T14:46:28
TCK-A2DE1646,Requesting Brad be added as owner of Data Science DL,Service Request,Distribution List / Mailbox Request,P3-Medium,Senior Associate,Procurement,2025-12-14T00:59:17
TCK-BF9749B7,need firewall rule opened for port 13 to staging server,Change Request,Firewall/Network Change,P1-Critical,Manager,Sales,2025-09-30T00:03:55
TCK-82844C04,requesting additional Git client seat for new QA hire,Service Request,Software License Request,P3-Medium,Senior Associate,Legal,2025-12-23T01:08:49
TCK-230B4BB8,need read/write access to client SFTP for DevOps project,Service Request,Access/Permission Request,P3-Medium,Senior Associate,Design,2026-07-10T16:34:10
TCK-440DF0B4,Raising change request to resize compute for build pipeline before this morning,Change Request,Server Configuration Change,P1-Critical,Senior Associate,Data Science,2026-03-01T15:50:36
TCK-D6025161,Requesting installation of Tableau - approved by Nathan,Service Request,Software Installation Request,P4-Low,Associate,Data Science,2026-04-02T10:15:45
TCK-31766118,Requesting installation of SAP GUI - approved by James,Service Request,Software Installation Request,P4-Low,Associate,DevOps,2026-04-25T23:43:47
TCK-A2656095,"VS Code crashes every time i start my shift, error code 0x80070005",Incident,Application Crash or Error,P2-High,Director,HR,2025-10-22T22:17:24
TCK-720369BD,Can someone set up Tableau on my machine asap,Service Request,Software Installation Request,P4-Low,Senior Associate,Engineering,2026-01-12T02:03:54
TCK-B3F149BD,new joiner needs Docker Desktop + standard HR toolset installed,Service Request,Software Installation Request,P4-Low,Associate,Legal,2025-08-20T11:15:16
TCK-D99FDB77,Need enterprise license upgrade for Git client for 22 users,Service Request,Software License Request,P4-Low,Associate,Sales,2025-03-15T01:26:36
TCK-B6FD1CC5,"Unable to open Zoom, keeps saying 'application not responding'",Incident,Application Crash or Error,P4-Low,Associate,Legal,2025-05-28T13:24:25
TCK-DE19E22C,"Vpn client shows error 0x80070005 on Windows 11, blocking access to prod database",Incident,Network/VPN Connectivity Issue,P2-High,Associate,Engineering,2026-01-31T06:03:25
TCK-B1F1F218,Requesting additional PowerBI seat for new Finance hire,Service Request,Software Installation Request,P4-Low,Team Lead,DevOps,2026-01-10T00:01:43
TCK-5B589494,"Please grant access to build pipeline repo, approved by Lawrence",Service Request,Access/Permission Request,P3-Medium,Team Lead,Customer Support,2026-05-06T18:44:59
TCK-DEA9ACD9,requesting Sara be added as owner of Data Science DL,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,Sales,2025-08-29T12:33:30
TCK-6C895DC1,"can someone set up Anaconda on my machine urgently, blocking a client deliverable",Service Request,Software Installation Request,P3-Medium,Associate,Finance,2026-05-22T09:09:31
TCK-1455B487,requesting installation of Outlook - approved by Jeremy,Service Request,Software Installation Request,P1-Critical,Manager,Finance,2025-09-06T17:27:32
TCK-EF4AB640,New joiner needs SAP GUI + standard DevOps toolset installed,Service Request,Software Installation Request,P4-Low,Senior Associate,QA,2026-06-18T15:57:47
TCK-B62F1362,need enterprise license upgrade for Figma for 39 users,Service Request,Software License Request,P3-Medium,Senior Associate,DevOps,2026-08-28T21:58:25
TCK-2DB938FF,RFC for production release of Adobe Photoshop v3.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,Data Science,2026-02-25T12:40:21
TCK-08AB246A,offboarding: revoke analytics dashboard access for exiting team member before EOD,Admin,Employee Offboarding/Asset Return,P2-High,Senior Manager,Sales,2025-10-21T15:47:31
TCK-8D9AA6C9,requesting elevated access to analytics dashboard to debug prod issue today if possible,Service Request,Access/Permission Request,P2-High,Director,QA,2026-08-28T05:34:16
TCK-38C4E179,"my VPN keeps disconnecting every 5 minutes, can't open a file",Incident,Network/VPN Connectivity Issue,P2-High,Associate,HR,2025-11-12T19:30:38
TCK-B9301AA9,"Git client crashes every time i join the client call, error code TLS_ERROR",Incident,Application Crash or Error,P1-Critical,Team Lead,QA,2025-12-24T02:07:01
TCK-C0E05227,"need an external monitor for wfh setup, approved by Marissa",Service Request,New Hardware/Peripheral Request,P1-Critical,Senior Manager,Customer Support,2026-02-25T20:43:15
TCK-05EC764A,need enterprise license upgrade for Git client for 31 users,Service Request,Software License Request,P4-Low,Senior Associate,HR,2025-05-22T06:44:27
TCK-AA6C69FB,offboarding: revoke prod database access for exiting team member before EOD,Admin,Employee Offboarding/Asset Return,P4-Low,Senior Associate,Customer Support,2025-11-27T23:29:12
TCK-79881152,"Tableau crashes every time i run a report, error code 0x8007045",Incident,Application Crash or Error,P2-High,Team Lead,Design,2025-12-04T20:14:26
TCK-3D6AEF39,"Hi, my VPN keeps disconnecting every 10 mins, can't push code",Incident,Network/VPN Connectivity Issue,P2-High,Senior Associate,DevOps,2025-04-24T08:25:20
TCK-334F398E,Requesting elevated access to GitHub repo to debug prod issue,Service Request,Access/Permission Request,P3-Medium,Manager,Customer Support,2026-07-10T08:07:03
TCK-4B783874,"please install PowerBI, required for open a file on current project",Service Request,Software Installation Request,P3-Medium,Manager,DevOps,2026-02-10T10:53:42
